nom,nb_hab_2010,nb_hab_2012,diff2012_2010
Villard-sur-Doron,661,700,39
Villarembert,261,300,39
Anquetierville,361,400,39
Sandouville,761,800,39
Longmesnil,61,100,39
Bernières,661,700,39
Bellengreville,461,500,39
Le Mesnil-Amelot,861,900,39
Charmentray,261,300,39
Bussières,461,500,39
Montainville,561,600,39
Saint-Coutant,261,300,39
Oiron,961,1000,39
Saint-Riquier,1261,1300,39
Villers-Tournelle,161,200,39
La Chaussée-Tirancourt,661,700,39
Thièvres,61,100,39
Eppeville,1861,1900,39
Lédas-et-Penthiès,161,200,39
Auterive,61,100,39
Puygaillard-de-Lomagne,61,100,39
Aiguines,261,300,39
Goult,1161,1200,39
Moissannes,361,400,39
Gemmelaincourt,161,200,39
Puzieux,161,200,39
Rancourt,61,100,39
Trévilly,61,100,39
Compigny,161,200,39
La Chapelle-sur-Oreuse,561,600,39
Malicorne,161,200,39
Maisse,2661,2700,39
Longjumeau,21361,21400,39
Villers-en-Arthies,461,500,39
Arbori,61,100,39
Cargèse,1161,1200,39
Ambiegna,61,100,39
Ucciani,461,500,39
Zévaco,61,100,39
Bustanico,61,100,39
Montrevel-en-Bresse,2362,2400,38
Chevillard,162,200,38
Caumont,562,600,38
Le Sourd,162,200,38
Leuze,162,200,38
Marigny-en-Orxois,462,500,38
Cœuvres-et-Valsery,462,500,38
Blérancourt,1262,1300,38
Saint-Pierremont,62,100,38
Pargnan,62,100,38
Nouvion-le-Vineux,162,200,38
Mercy,262,300,38
Laprugne,362,400,38
Mariol,762,800,38
Clans,562,600,38
La Roquette-sur-Siagne,4962,5000,38
Limony,762,800,38
Chilly,162,200,38
Matton-et-Clémency,462,500,38
Lassur,62,100,38
Saint-Julien-de-Gras-Capou,62,100,38
Antras,62,100,38
Chacenay,62,100,38
Javernant,162,200,38
Fourtou,62,100,38
La Pomarède,162,200,38
Saint-Amans,62,100,38
Saint-Louis-et-Parahou,62,100,38
Auzits,862,900,38
Saint-Désir,1662,1700,38
Amblie,262,300,38
Saint-Pierre-du-Bû,462,500,38
Surrain,162,200,38
Authieux-Papion,62,100,38
Janville,362,400,38
Champagnac,1062,1100,38
Valette,262,300,38
Verrières,362,400,38
Mons,262,300,38
Bourgneuf,1062,1100,38
Saint-Vaize,562,600,38
Le Gué-d'Alleré,662,700,38
Mazeray,862,900,38
Mansac,1362,1400,38
Montagny-lès-Beaune,662,700,38
Martrois,62,100,38
Verrey-sous-Drée,62,100,38
Sacquenay,262,300,38
Moitron,62,100,38
Torcy-et-Pouligny,162,200,38
Daix,1362,1400,38
Vannaire,62,100,38
Saint-Barnabé,1262,1300,38
Lanrelas,862,900,38
Faux-la-Montagne,362,400,38
Le Bugue,2762,2800,38
Mialet,662,700,38
Lomont-sur-Crête,162,200,38
Aïssey,162,200,38
Lanthenans,62,100,38
Villers-Buzon,262,300,38
Duranville,162,200,38
Charbonnières,262,300,38
Saint-Pellerin,362,400,38
Saint-Lubin-de-Cravant,62,100,38
Le Relecq-Kerhuon,10762,10800,38
Le Cailar,2362,2400,38
Lez,62,100,38
Espanès,262,300,38
Cazaunous,62,100,38
Molas,162,200,38
Peyrusse-Grande,162,200,38
Tudelle,62,100,38
Aussos,62,100,38
Saint-Cricq,262,300,38
Saint-Hippolyte,162,200,38
Saint-Pons-de-Thomières,2062,2100,38
Vélieux,62,100,38
Sainte-Gemme,262,300,38
Préaux,162,200,38
Chouday,162,200,38
Tavant,262,300,38
Massieu,762,800,38
Laval,962,1000,38
Rives,6062,6100,38
Villard-Reculas,62,100,38
Châtonnay,62,100,38
Le Vaudioux,162,200,38
Luxey,662,700,38
Vicq-d'Auribat,262,300,38
Marcilly-en-Beauce,362,400,38
Concriers,162,200,38
Beauvilliers,62,100,38
Rozier-en-Donzy,1362,1400,38
Prades,62,100,38
Auvers,62,100,38
Laval-sur-Doulon,62,100,38
Montclard,62,100,38
La Chapelle-Saint-Sépulcre,262,300,38
Greneville-en-Beauce,662,700,38
Saint-Denis-en-Val,7162,7200,38
Grèzes,162,200,38
Fajoles,262,300,38
Fumel,5162,5200,38
Saint-Front-sur-Lémance,562,600,38
Saint-Sauveur-de-Ginestoux,62,100,38
Montbray,362,400,38
Saint-Hilaire-Petitville,1362,1400,38
Saint-Sébastien-de-Raids,362,400,38
Crosville-sur-Douve,62,100,38
Équilly,162,200,38
Le Mesnil-Amand,162,200,38
La Haye-du-Puits,1662,1700,38
Dampierre-au-Temple,262,300,38
Saint-Quentin-sur-Coole,62,100,38
Vienne-le-Château,562,600,38
Soudé,162,200,38
Méry-Prémecy,62,100,38
Darmannes,262,300,38
Vivey,62,100,38
Sommancourt,62,100,38
Dampierre,362,400,38
Frampas,162,200,38
Chatenay-Vaudin,62,100,38
Herserange,4462,4500,38
Saint-Julien-lès-Gorze,162,200,38
Parroy,162,200,38
Montfaucon-d'Argonne,362,400,38
Futeau,162,200,38
Haudainville,962,1000,38
Vouthon-Bas,62,100,38
Sauvoy,62,100,38
Sauvigny,262,300,38
Waly,62,100,38
Chaumont-sur-Aire,162,200,38
Mécleuves,1162,1200,38
Bébing,162,200,38
Failly,562,600,38
Jallaucourt,162,200,38
Wuisse,62,100,38
Fours,762,800,38
Béard,162,200,38
Bettignies,262,300,38
Saint-Sauveur,1562,1600,38
Rouvillers,262,300,38
Bucamps,162,200,38
Saint-Germer-de-Fly,1762,1800,38
Saint-Ouen-de-la-Cour,62,100,38
Sainte-Honorine-la-Guillaume,362,400,38
Rouperroux,162,200,38
Bellême,1562,1600,38
Le Sars,162,200,38
Marest,262,300,38
Éclimeux,162,200,38
Warlencourt-Eaucourt,162,200,38
Nesles,962,1000,38
Saint-Alyre-ès-Montagne,162,200,38
Saint-Éloy-la-Glacière,62,100,38
Saint-Jean-des-Ollières,462,500,38
Goès,562,600,38
Riupeyrous,162,200,38
Saint-Palais,1862,1900,38
Labatut,162,200,38
Lasclaveries,262,300,38
Lucarré,62,100,38
Herrère,362,400,38
Saint-Faust,762,800,38
Maubourguet,2462,2500,38
Nyer,162,200,38
Preuschdorf,962,1000,38
Wasserbourg,462,500,38
Landser,1562,1600,38
Flaxlanden,1462,1500,38
Lauw,962,1000,38
Waltenheim,562,600,38
Halles,462,500,38
Joux,662,700,38
Dracé,962,1000,38
Courtesoult-et-Gatey,62,100,38
Saponcourt,62,100,38
Chambornay-lès-Bellevaux,162,200,38
Bantanges,562,600,38
Préty,562,600,38
Flacey-en-Bresse,362,400,38
Sampigny-lès-Maranges,162,200,38
Ballon,1262,1300,38
Puygros,362,400,38
La Chambre,1162,1200,38
Éloise,862,900,38
Viuz-la-Chiésaz,1262,1300,38
Aubermesnil-Beaumais,462,500,38
Cléville,162,200,38
Saint-Jean-de-la-Neuville,562,600,38
Réalcamp,662,700,38
Saint-Denis-d'Aclon,162,200,38
Blennes,562,600,38
Changis-sur-Marne,1062,1100,38
Loubigné,162,200,38
Boisserolles,62,100,38
La Couarde,262,300,38
Tailly,62,100,38
Boismont,462,500,38
Rubempré,762,800,38
Fouquescourt,162,200,38
Meigneux,162,200,38
La Chavatte,62,100,38
Villecourt,62,100,38
Seux,162,200,38
Cambon-lès-Lavaur,262,300,38
Montirat,262,300,38
Montbarla,162,200,38
Lamagistère,1162,1200,38
Saint-Martin-des-Fontaines,162,200,38
Dercé,162,200,38
Cieux,962,1000,38
Uriménil,1362,1400,38
Autreville,162,200,38
Vouxey,162,200,38
Sercœur,262,300,38
Molinons,262,300,38
Sauvigny-le-Beuréal,62,100,38
Asnières-sous-Bois,162,200,38
Croix,162,200,38
Solaro,662,700,38
Flaxieu,63,100,37
Arandas,163,200,37
Saint-Alban,163,200,37
Ugny-le-Gay,163,200,37
Guivry,263,300,37
Oulches-la-Vallée-Foulon,63,100,37
Ambrief,63,100,37
La Neuville-Housset,63,100,37
Houry,63,100,37
Saint-Thibaut,63,100,37
Goudelancourt-lès-Berrieux,63,100,37
Meaulne,763,800,37
Saint-Clément,363,400,37
Rousset,163,200,37
Châteauneuf-d'Entraunes,63,100,37
Colombier-le-Jeune,563,600,37
Petites-Armoises,63,100,37
Givet,6663,6700,37
Autruche,63,100,37
Ax-les-Thermes,1363,1400,37
Durfort,163,200,37
Durban-sur-Arize,163,200,37
Fontaine-les-Grès,863,900,37
Bragelogne-Beauvoir,263,300,37
Embres-et-Castelmaure,163,200,37
Fournes-Cabardès,63,100,37
Le Fel,163,200,37
Saint-Pierre-la-Vieille,363,400,37
Saint-Gatien-des-Bois,1363,1400,37
Le Mesnil-au-Grain,63,100,37
Fournoulès,63,100,37
Barriac-les-Bosquets,163,200,37
Champagne-Mouton,963,1000,37
Brie-sous-Chalais,163,200,37
Lonnes,163,200,37
Saint-Sigismond-de-Clermont,163,200,37
Neuvicq-le-Château,363,400,37
Mareuil-sur-Arnon,563,600,37
Épineuil-le-Fleuriel,463,500,37
Saint-Martin-la-Méanne,363,400,37
Courteix,63,100,37
Channay,63,100,37
Brémur-et-Vaurois,63,100,37
Flée,163,200,37
Perrigny-sur-l'Ognon,663,700,37
Brognon,263,300,37
Poiseul-lès-Saulx,63,100,37
Mavilly-Mandelot,163,200,37
Corcelles-les-Arts,463,500,37
Ampilly-le-Sec,363,400,37
Saint-Pardoux-d'Arnet,163,200,37
Pionnat,763,800,37
Fontanières,263,300,37
Saint-Michel-de-Montaigne,363,400,37
Autechaux-Roide,563,600,37
Neuchâtel-Urtière,163,200,37
La Bretenière,63,100,37
Vernois-lès-Belvoir,63,100,37
Buffard,163,200,37
Châtillon-en-Diois,563,600,37
Chalancon,63,100,37
Saint-Sauveur-en-Diois,63,100,37
Miribel,263,300,37
Roche-Saint-Secret-Béconne,363,400,37
Saint-Roman,163,200,37
Saint-Martin-le-Colonel,163,200,37
Bosc-Bénard-Crescy,363,400,37
Hacqueville,463,500,37
Tilly,563,600,37
Saint-Maclou,563,600,37
Saint-Ouen-du-Tilleul,1563,1600,37
Hennezis,763,800,37
Magny,663,700,37
Denonville,763,800,37
Botsorhel,463,500,37
Plouvorn,2763,2800,37
La Martyre,763,800,37
Connaux,1563,1600,37
La Grand-Combe,5163,5200,37
Tharaux,63,100,37
Saint-Jean-de-Ceyrargues,163,200,37
Pommiers,63,100,37
Castéra-Vignoles,63,100,37
Benque,163,200,37
Castéron,63,100,37
Mérens,63,100,37
Pouylebon,163,200,37
Lannepax,563,600,37
Blaignac,263,300,37
Marimbault,163,200,37
Saint-Christophe-de-Double,663,700,37
Le Tourne,763,800,37
Ferrières-les-Verreries,63,100,37
Lauret,563,600,37
Villeneuvette,63,100,37
Saint-Brieuc-des-Iffs,363,400,37
Mérigny,563,600,37
Marçay,463,500,37
Sepmes,663,700,37
Prébois,163,200,37
La Buissière,663,700,37
Biarne,363,400,37
Chaux-Champagny,63,100,37
Saint-Julien,463,500,37
Mallerey,63,100,37
Rochefort-sur-Nenon,563,600,37
Beauchêne,163,200,37
Membrolles,263,300,37
Montarcher,63,100,37
Épercieux-Saint-Paul,663,700,37
Desges,63,100,37
Ally,163,200,37
Lafarre,63,100,37
Vielprat,63,100,37
Rebréchien,1363,1400,37
Lacapelle-Cabanac,163,200,37
Colayrac-Saint-Cirq,2863,2900,37
Hautesvignes,163,200,37
Lafox,1163,1200,37
Cheylard-l'Évêque,63,100,37
Fraissinet-de-Fourques,63,100,37
Saint-Saturnin,63,100,37
La Salle-de-Vihiers,1063,1100,37
Carentan,6063,6100,37
Ravenoville,263,300,37
Gratot,663,700,37
La Bazoge,163,200,37
Grimesnil,63,100,37
Thibie,263,300,37
La Chapelle-Felcourt,63,100,37
Vouarces,63,100,37
Vitry-la-Ville,363,400,37
Reuves,63,100,37
Oudincourt,163,200,37
Charmes-la-Grande,163,200,37
Bazailles,163,200,37
Laître-sous-Amance,363,400,37
Jaulny,263,300,37
Lachaussée,263,300,37
Rupt-aux-Nonains,363,400,37
Avillers-Sainte-Croix,63,100,37
Baâlon,263,300,37
Nant-le-Grand,63,100,37
Combles-en-Barrois,863,900,37
Jametz,263,300,37
Nantillois,63,100,37
Gincrey,63,100,37
Barst,563,600,37
Le Val-de-Guéblange,863,900,37
Frémery,63,100,37
Chenois,63,100,37
Ogy,563,600,37
Pouques-Lormes,163,200,37
Michaugues,63,100,37
Lamenay-sur-Loire,63,100,37
Englos,563,600,37
Rosult,1863,1900,37
Le Gallet,163,200,37
Pouilly,163,200,37
Étavigny,163,200,37
Réez-Fosse-Martin,163,200,37
Sacy-le-Grand,1363,1400,37
Choisy-au-Bac,3363,3400,37
Villers-sur-Bonnières,163,200,37
Lachapelle-sous-Gerberoy,163,200,37
Crapeaumesnil,163,200,37
Aunou-le-Faucon,263,300,37
Notre-Dame-du-Rocher,63,100,37
Bellavilliers,163,200,37
Yvrandes,163,200,37
Capelle-lès-Hesdin,463,500,37
Nédon,163,200,37
Hénu,163,200,37
Oppy,363,400,37
Neuville-sous-Montreuil,663,700,37
Canettemont,63,100,37
Ivergny,263,300,37
Brousse,363,400,37
Châteldon,763,800,37
Espéchède,163,200,37
Jaxu,163,200,37
Labatmale,263,300,37
Bilhères,163,200,37
Jurançon,6963,7000,37
Lembeye,763,800,37
La Barthe-de-Neste,1163,1200,37
Labastide,163,200,37
Nestier,163,200,37
Bulan,63,100,37
Fillols,163,200,37
Plaine,963,1000,37
Zehnacker,263,300,37
Kuttolsheim,663,700,37
Kunheim,1763,1800,37
Hartmannswiller,663,700,37
Cuve,163,200,37
La Résie-Saint-Martin,163,200,37
Mélecey,163,200,37
Saint-Laurent-en-Brionnais,363,400,37
Saint-Huruge,63,100,37
Peray,63,100,37
Saint-Marcel,663,700,37
Val-d'Isère,1563,1600,37
Ocqueville,463,500,37
Saint-Riquier-en-Rivière,163,200,37
Clasville,263,300,37
La Vieux-Rue,463,500,37
Chalautre-la-Petite,563,600,37
Montereau-sur-le-Jard,563,600,37
Fontains,263,300,37
Chavenay,1863,1900,37
Missé,863,900,37
Cirières,963,1000,37
Le Retail,263,300,37
Huchenneville,663,700,37
Guerbigny,263,300,37
Saint-Christ-Briost,463,500,37
Lacougotte-Cadoul,163,200,37
Castelnau-de-Brassac,763,800,37
Penne,563,600,37
Mons,863,900,37
Trigance,163,200,37
Le Beaucet,363,400,37
Loge-Fougereuse,363,400,37
Saint-Sauveur,1063,1100,37
Saint-Barbant,363,400,37
Azat-le-Ris,263,300,37
Fiménil,263,300,37
Ferdrupt,763,800,37
Ainvelle,163,200,37
Repel,63,100,37
Nompatelize,563,600,37
Domèvre-sous-Montfort,63,100,37
Damblain,263,300,37
Arthonnay,163,200,37
Châtel-Censoir,663,700,37
Lain,163,200,37
Janville-sur-Juine,1863,1900,37
Palneca,163,200,37
Belvédère-Campomoro,163,200,37
Pancheraccia,163,200,37
Champdor,464,500,36
Saint-Rambert-en-Bugey,2164,2200,36
Izenave,164,200,36
Étampes-sur-Marne,1164,1200,36
Sergy,164,200,36
Tupigny,364,400,36
Saint-Pierre-lès-Franqueville,64,100,36
Montchâlons,64,100,36
Passy-en-Valois,164,200,36
Mennevret,664,700,36
Besmé,164,200,36
Reugny,264,300,36
Voussac,464,500,36
La Beaume,164,200,36
Saint-Apollinaire-de-Rias,164,200,36
Saint-Martin-de-Valamas,1264,1300,36
Saint-Michel-de-Chabrillanoux,364,400,36
Saint-Pons,264,300,36
Bourg-Saint-Andéol,7264,7300,36
Lanarce,164,200,36
Arnicourt,164,200,36
Thelonne,364,400,36
Arreux,364,400,36
Avaux,464,500,36
Sormonne,564,600,36
La Bastide-de-Lordat,264,300,36
Betchat,364,400,36
Saint-Bauzeil,64,100,36
Aucazein,64,100,36
Augirein,64,100,36
Nogent-sur-Seine,6064,6100,36
Villy-le-Bois,64,100,36
Bérulle,264,300,36
Mireval-Lauragais,164,200,36
Mélagues,64,100,36
La Terrisse,164,200,36
Vouilly,164,200,36
La Lande-sur-Drôme,64,100,36
Neuilly-la-Forêt,464,500,36
Presles,264,300,36
Reviers,564,600,36
Peyrusse,164,200,36
Saint-Martial,64,100,36
Ayrens,564,600,36
Gourdièges,64,100,36
Saint-Clément,64,100,36
Labesserette,264,300,36
Condéon,564,600,36
Villars-en-Pons,564,600,36
Saleignes,64,100,36
Taillant,164,200,36
Aulnay,1464,1500,36
Grandjean,264,300,36
Saint-Maigrin,564,600,36
Saint-Ybard,664,700,36
Saint-Julien-le-Vendômois,264,300,36
Margerides,264,300,36
Chemin-d'Aisey,64,100,36
Éringes,64,100,36
Aubigny-la-Ronce,164,200,36
Marey-lès-Fussey,64,100,36
Chailly-sur-Armançon,264,300,36
Monthelie,164,200,36
Seigny,164,200,36
Gissey-sur-Ouche,364,400,36
Saulieu,2564,2600,36
Gemeaux,864,900,36
Rouillac,364,400,36
Trémargat,164,200,36
Saint-Priest,164,200,36
La Villetelle,164,200,36
Bourg-des-Maisons,64,100,36
Granges-d'Ans,164,200,36
Saint-Vincent-sur-l'Isle,264,300,36
Mescoules,164,200,36
Monsaguel,164,200,36
Exincourt,3164,3200,36
Champagney,264,300,36
Chapelle-des-Bois,264,300,36
Eygluy-Escoulin,64,100,36
La Roche-sur-Grane,164,200,36
Damps,1264,1300,36
Escorpain,264,300,36
Pré-Saint-Martin,164,200,36
Gilles,564,600,36
Beuzec-Cap-Sizun,1064,1100,36
Collorec,664,700,36
Le Ponthou,164,200,36
Saint-Gervais,664,700,36
Montastruc-Savès,64,100,36
Saint-Geniès-Bellevue,2164,2200,36
Ciadoux,264,300,36
Fonbeauzard,2764,2800,36
Gaujac,64,100,36
Villefranche,164,200,36
Montagoudin,164,200,36
Saint-Ferme,364,400,36
Iffs,264,300,36
Lohéac,664,700,36
Erbrée,1664,1700,36
Courcoué,264,300,36
Luzé,264,300,36
Quet-en-Beaumont,64,100,36
Roussillon,7964,8000,36
Estrablin,3264,3300,36
Chamole,164,200,36
Our,164,200,36
Le Pin,264,300,36
Abergement-le-Grand,64,100,36
Revigny,264,300,36
Essia,64,100,36
Thoiria,164,200,36
Château-Chalon,164,200,36
Vieux-Boucau-les-Bains,1564,1600,36
Villenave,264,300,36
Urgons,264,300,36
Bastennes,264,300,36
Bauzy,264,300,36
Brioude,6664,6700,36
Saint-Privat-du-Dragon,164,200,36
La Marne,1364,1400,36
Escrignelles,64,100,36
Mérinville,164,200,36
Saint-Florent,464,500,36
Saint-Médard,164,200,36
Saint-Vincent-du-Pendit,164,200,36
Lachapelle-Auzac,764,800,36
Pierrefiche,164,200,36
Saint-Pierre-de-Nogaret,164,200,36
La Plaine,964,1000,36
Méon,264,300,36
Orval,864,900,36
Remicourt,64,100,36
Vassimont-et-Chapelaine,64,100,36
Moussy,764,800,36
La Celle-sous-Chantemerle,164,200,36
Courville,464,500,36
Blacy,664,700,36
Bussy-le-Château,164,200,36
Champguyon,264,300,36
Aillianville,164,200,36
Humberville,64,100,36
Laneuvelle,64,100,36
Petitmont,364,400,36
Étreval,64,100,36
Halloville,64,100,36
Xivry-Circourt,264,300,36
Bonzée,364,400,36
Louppy-le-Château,164,200,36
Montplonne,164,200,36
Remennecourt,64,100,36
Châtillon-sous-les-Côtes,164,200,36
Peuvillers,64,100,36
Villers-sous-Pareid,64,100,36
Saint-Malo-des-Trois-Fontaines,564,600,36
Volmunster,864,900,36
Montois-la-Montagne,2364,2400,36
Nitting,464,500,36
Montdidier,64,100,36
Rosbruck,764,800,36
Laudrefang,364,400,36
Saint-Epvre,164,200,36
Marcy,164,200,36
Thaix,64,100,36
Châtillon-en-Bazois,964,1000,36
Ouagne,164,200,36
Sémelay,264,300,36
Socx,964,1000,36
Millonfosse,664,700,36
Warhem,2064,2100,36
Lezennes,3064,3100,36
Zegerscappel,1464,1500,36
Nomain,2464,2500,36
Bersillies,264,300,36
Killem,964,1000,36
Avricourt,264,300,36
Ognes,264,300,36
Rouvroy-les-Merles,64,100,36
Hautefontaine,264,300,36
Mantilly,564,600,36
Fay,64,100,36
Giel-Courteilles,464,500,36
Cahan,164,200,36
Bivilliers,64,100,36
Saint-Aubin-des-Grois,64,100,36
Lefaux,264,300,36
Vincly,164,200,36
Lambres,1064,1100,36
Sauguis-Saint-Étienne,164,200,36
Montaner,464,500,36
Urost,64,100,36
Lagos,464,500,36
Oraàs,164,200,36
Fichous-Riumayou,164,200,36
Paréac,64,100,36
Seich,64,100,36
Arcizans-Avant,364,400,36
Villemur,64,100,36
Loudervielle,64,100,36
Aries-Espénan,64,100,36
Castelnou,364,400,36
Calmeilles,64,100,36
Cosswiller,564,600,36
Nothalten,464,500,36
Morschwiller,564,600,36
Soppe-le-Haut,564,600,36
Ammerschwihr,1864,1900,36
Saint-Appolinaire,164,200,36
Saint-Andéol-le-Château,1564,1600,36
Chenevrey-et-Morogne,264,300,36
Georfans,64,100,36
Noiron,64,100,36
Villers-la-Ville,164,200,36
Brotte-lès-Ray,64,100,36
Vellefaux,464,500,36
Le Val-de-Gouhenans,64,100,36
Anjeux,164,200,36
Neurey-en-Vaux,164,200,36
Frédéric-Fontaine,264,300,36
Blanot,164,200,36
Sillé-le-Guillaume,2364,2400,36
Berfay,364,400,36
Allonnes,11064,11100,36
Vezot,64,100,36
Thoigné,164,200,36
Neuvecelle,2564,2600,36
Verchaix,664,700,36
Crasville-la-Mallet,164,200,36
Saint-Nicolas-de-Bliquetuit,564,600,36
Fréville,864,900,36
Paluel,464,500,36
Beaumont-du-Gâtinais,1164,1200,36
Ichy,164,200,36
Mondreville,364,400,36
Chamigny,1264,1300,36
Mouy-sur-Seine,364,400,36
Flins-Neuve-Église,164,200,36
Saint-Jacques-de-Thouars,464,500,36
Beaulieu-sous-Parthenay,664,700,36
Berneuil,264,300,36
Guyencourt-sur-Noye,164,200,36
Hem-Hardinval,364,400,36
Hornoy-le-Bourg,1664,1700,36
Moyencourt-lès-Poix,164,200,36
Bécordel-Bécourt,164,200,36
Authieule,364,400,36
Longpré-les-Corps-Saints,1664,1700,36
Barleux,264,300,36
Biarre,64,100,36
Lamontélarié,64,100,36
La Roque-Alric,64,100,36
Saint-Hippolyte-le-Graveyron,164,200,36
Maillé,764,800,36
Coussay,264,300,36
Civaux,964,1000,36
Cromac,264,300,36
Deinvillers,64,100,36
Vincey,2264,2300,36
Velotte-et-Tatignécourt,164,200,36
Chaumousey,864,900,36
Villotte,164,200,36
Chamagne,464,500,36
Courlon-sur-Yonne,1164,1200,36
Pisy,64,100,36
Sarry,164,200,36
Saint-Julien-du-Sault,2364,2400,36
Chavanatte,164,200,36
Eguenigue,264,300,36
Briis-sous-Forges,3364,3400,36
Théméricourt,264,300,36
Arronville,664,700,36
Monacia-d'Aullène,464,500,36
Giuncaggio,64,100,36
San-Martino-di-Lota,2764,2800,36
Ceignes,265,300,35
Chaleins,1165,1200,35
Saint-Maurice-de-Beynost,3865,3900,35
Montcet,665,700,35
Villers-lès-Guise,165,200,35
Francilly-Selency,465,500,35
Audigny,265,300,35
Saint-Léopardin-d'Augy,365,400,35
Le Vilhain,265,300,35
Saint-Julien-d'Asse,165,200,35
Abriès,365,400,35
Bonson,665,700,35
Mercuer,1165,1200,35
Contreuve,65,100,35
Saint-Pierre-à-Arnes,65,100,35
Bignicourt,65,100,35
Saint-Marceau,365,400,35
Beaumont-en-Argonne,465,500,35
Deux-Villes,265,300,35
Fromelennes,1065,1100,35
La Neuville-lès-Wasigny,165,200,35
Belloc,65,100,35
Dreuilhe,365,400,35
Orgibet,165,200,35
Caussou,65,100,35
Auxon,965,1000,35
Villeret,65,100,35
Saint-Thibault,465,500,35
Isle-Aubigny,165,200,35
Soupex,265,300,35
Saint-Just-et-le-Bézu,65,100,35
Pennautier,2465,2500,35
Fendeille,565,600,35
Issel,465,500,35
Lastours,165,200,35
Quintillan,65,100,35
Arvieu,865,900,35
Aurelle-Verlac,165,200,35
Saint-Côme-d'Olt,1365,1400,35
Mittois,165,200,35
Le Mesnil-Germain,265,300,35
Tournay-sur-Odon,365,400,35
Cully,165,200,35
Pont-Bellanger,65,100,35
Villerville,765,800,35
Monteille,165,200,35
Isles-Bardel,65,100,35
Danvou-la-Ferrière,165,200,35
Vinax,65,100,35
Ozillac,665,700,35
Menetou-Salon,1665,1700,35
Saint-Jeanvrin,165,200,35
La Chapelle-d'Angillon,665,700,35
Bussy,365,400,35
Vinon,265,300,35
Crézançay-sur-Cher,65,100,35
Veyrières,65,100,35
Eyburie,465,500,35
Laguenne,1465,1500,35
Drambon,165,200,35
Bussy-la-Pesle,65,100,35
Flavignerot,165,200,35
Poiseul-la-Ville-et-Laperrière,165,200,35
Antheuil,65,100,35
Ahuy,1265,1300,35
Toutry,465,500,35
Callac,2365,2400,35
Pléven,565,600,35
Tréfumel,265,300,35
Pouldouran,165,200,35
Bulat-Pestivien,465,500,35
Aulon,165,200,35
Saint-Vincent-de-Cosse,365,400,35
Couze-et-Saint-Front,765,800,35
Grand'Combe-Châteleu,1365,1400,35
Germondans,65,100,35
La Motte-Fanjas,165,200,35
Cobonne,165,200,35
Bésignan,65,100,35
La Rochette-du-Buis,65,100,35
Dardez,165,200,35
Saint-Victor-sur-Avre,65,100,35
Portes,265,300,35
Montlandon,265,300,35
Vieuvicq,465,500,35
Trébabu,365,400,35
Saint-Laurent-le-Minier,365,400,35
Portes,365,400,35
Castillon-de-Larboust,65,100,35
Montauban-de-Luchon,465,500,35
Huos,465,500,35
Peyssies,465,500,35
Saint-Thomas,565,600,35
Montgazin,165,200,35
Cazaux-Layrisse,65,100,35
Clermont-Pouyguillès,165,200,35
Plieux,165,200,35
Préchac,165,200,35
Larroque-Saint-Sernin,165,200,35
Doulezon,265,300,35
Saint-Hilaire-de-Beauvoir,365,400,35
Aigne,265,300,35
Montesquieu,65,100,35
Brulais,465,500,35
Maillet,265,300,35
Chitray,165,200,35
Rilly-sur-Vienne,465,500,35
