nom,nb_hab_2010,nb_hab_2012,diff2012_2010
Port-Vendres,4290,4300,10
Durrenbach,1090,1100,10
Rangen,190,200,10
Buswiller,190,200,10
Traenheim,690,700,10
Tieffenbach,290,300,10
Collonges-au-Mont-d'Or,3790,3800,10
Choye,390,400,10
Port-sur-Saône,2990,3000,10
Montagny-sur-Grosne,90,100,10
Cordesse,190,200,10
Vendenesse-sur-Arroux,590,600,10
Plottes,590,600,10
Saint-Christophe-en-Brionnais,490,500,10
Donzy-le-National,190,200,10
Oyé,290,300,10
Beauvernois,90,100,10
Ménetreuil,390,400,10
Saint-Martin-d'Auxy,90,100,10
Crest-Voland,390,400,10
La Trinité,290,300,10
Sollières-Sardières,190,200,10
Montagny-les-Lanches,590,600,10
Le Grand-Bornand,2190,2200,10
Ambilly,5890,5900,10
Saint-Riquier-ès-Plains,590,600,10
Isneauville,2490,2500,10
Graimbouville,590,600,10
Montcourt-Fromonville,2090,2100,10
Lissy,190,200,10
Douy-la-Ramée,290,300,10
Chenoise,1290,1300,10
Bourdonné,490,500,10
Neauphlette,890,900,10
Clairefontaine-en-Yvelines,790,800,10
Driencourt,90,100,10
Camon,4590,4600,10
Francières,190,200,10
Neslette,90,100,10
Saint-Léger-lès-Authie,90,100,10
Creuse,190,200,10
Domqueur,290,300,10
Saint-Gauzens,790,800,10
Fauch,490,500,10
Lacabarède,290,300,10
Rivières,890,900,10
Landes-Genusson,2290,2300,10
Vouillé-les-Marais,690,700,10
Maillé,590,600,10
Lussac-les-Églises,490,500,10
Le Valtin,90,100,10
Harol,590,600,10
Ambacourt,290,300,10
Saint-Ouen-lès-Parey,490,500,10
Arches,1690,1700,10
Avillers,90,100,10
Savigny,190,200,10
Punerot,190,200,10
Zincourt,90,100,10
Saint-Gorgon,390,400,10
Saint-Germain-des-Champs,390,400,10
Venizy,890,900,10
Champcueil,2790,2800,10
Saint-Aubin,690,700,10
Menouville,90,100,10
Frémainville,490,500,10
Vaudherland,90,100,10
Évisa,190,200,10
Olmo,190,200,10
Lochieu,91,100,9
Saint-André-de-Corcy,2991,3000,9
Oncieu,91,100,9
Vésines,91,100,9
Blanzy-lès-Fismes,91,100,9
Commenchon,191,200,9
Cerseuil,91,100,9
Vregny,91,100,9
Nauroy,691,700,9
Septvaux,191,200,9
Gouy,591,600,9
Bourguignon-sous-Coucy,91,100,9
Viplaix,291,300,9
Deneuille-lès-Chantelle,91,100,9
Laféline,191,200,9
Murat,291,300,9
Allos,691,700,9
Avançon,391,400,9
Chauffayer,391,400,9
Peille,2291,2300,9
Montselgues,91,100,9
Saint-Cierge-sous-le-Cheylard,191,200,9
Lépron-les-Vallées,91,100,9
Saint-Pierremont,91,100,9
Moiry,191,200,9
Vernajoul,691,700,9
Rouze,91,100,9
Vals,91,100,9
Mijanès,91,100,9
Brie,191,200,9
Villiers-Herbisse,91,100,9
Molleville,91,100,9
Montfort-sur-Boulzane,91,100,9
Villarzel-Cabardès,191,200,9
La Capelle-Bonance,91,100,9
Mostuéjouls,291,300,9
Barbentane,3791,3800,9
Villiers-le-Sec,291,300,9
Le Détroit,91,100,9
Le Mesnil-Villement,291,300,9
Le Vey,91,100,9
Bretteville-sur-Odon,4091,4100,9
Allanche,891,900,9
Mainfonds,191,200,9
Échallat,491,500,9
Soubran,391,400,9
Culan,791,800,9
Bouzais,291,300,9
Saint-Germain-Lavolps,91,100,9
Saint-Yrieix-le-Déjalat,391,400,9
Viserny,191,200,9
Vougeot,191,200,9
Tailly,191,200,9
Flagey-lès-Auxonne,191,200,9
Bissey-la-Côte,91,100,9
Nan-sous-Thil,191,200,9
Liernais,591,600,9
Marigny-lès-Reullée,191,200,9
Vaux-Saules,191,200,9
Quemper-Guézennec,1091,1100,9
Saint-Carné,891,900,9
Saint-Cast-le-Guildo,3491,3500,9
Parsac,591,600,9
Féniers,91,100,9
Sainte-Marie-de-Chignac,591,600,9
Condat-sur-Trincou,491,500,9
Sainte-Eulalie-d'Ans,291,300,9
Saint-Pardoux-et-Vielvic,191,200,9
Orliaguet,91,100,9
Grèzes,191,200,9
Montbenoît,391,400,9
Étrappe,191,200,9
Eysson,91,100,9
Jallerange,191,200,9
Thise,3191,3200,9
Breconchaux,91,100,9
Crupies,91,100,9
La Laupie,691,700,9
Barils,191,200,9
Neuville-sur-Authou,191,200,9
Graveron-Sémerville,291,300,9
Le Cormier,391,400,9
Condé-sur-Iton,891,900,9
Illiers-l'Évêque,991,1000,9
Mondonville-Saint-Jean,91,100,9
La Mancelière,191,200,9
Charonville,291,300,9
Sandarville,391,400,9
Champseru,291,300,9
Marchéville,491,500,9
Leuhan,791,800,9
Mespaul,891,900,9
Mondilhan,91,100,9
Garidech,1591,1600,9
Flourens,1791,1800,9
Cazaux-Villecomtal,91,100,9
Castet-Arrouy,191,200,9
Courrensan,391,400,9
Langon,7391,7400,9
Civrac-de-Blaye,791,800,9
Pellegrue,991,1000,9
Villeneuve,391,400,9
Bassanne,91,100,9
Bourideys,91,100,9
Jonquières,391,400,9
Berlou,191,200,9
Cers,2191,2200,9
Rieussec,91,100,9
Saturargues,891,900,9
Coësmes,1391,1400,9
Chançay,1091,1100,9
Nouans-les-Fontaines,791,800,9
La Mure,5091,5100,9
L'Albenc,1091,1100,9
Bernin,2991,3000,9
Germigney,91,100,9
Le Fied,191,200,9
Chaux-des-Prés,191,200,9
Candresse,791,800,9
Bats,291,300,9
Saint-Michel-Escalus,291,300,9
Thoury,391,400,9
Ruan-sur-Egvonne,91,100,9
Périgny,191,200,9
Leigneux,391,400,9
Josat,91,100,9
Raucoules,891,900,9
Roche-en-Régnier,491,500,9
Aschères-le-Marché,1191,1200,9
Bucy-le-Roi,191,200,9
Rozoy-le-Vieil,391,400,9
Dry,1391,1400,9
Rudelle,191,200,9
Sainte-Colombe,191,200,9
Saint-Vincent-Rive-d'Olt,491,500,9
Saint-Pardoux-du-Breuil,591,600,9
Bourran,591,600,9
Lafitte-sur-Lot,791,800,9
Grez-Neuville,1491,1500,9
Varennes-sur-Loire,1891,1900,9
Saint-Martin-le-Bouillant,291,300,9
Digulleville,291,300,9
Montabot,291,300,9
Le Vézier,191,200,9
La Caure,91,100,9
Lagery,191,200,9
Poilly,91,100,9
Vauclerc,491,500,9
Melay,291,300,9
Condes,291,300,9
Verbiesles,291,300,9
La Haie-Traversaine,491,500,9
Saint-Aubin-du-Désert,291,300,9
Fontaine-Couverte,391,400,9
Ernée,5791,5800,9
Chevaigné-du-Maine,191,200,9
Saint-Martin-du-Limet,491,500,9
Domèvre-sur-Vezouze,291,300,9
Mont-le-Vignoble,391,400,9
Neuviller-lès-Badonviller,91,100,9
Essey-et-Maizerais,391,400,9
Cléry-le-Petit,191,200,9
Bure,91,100,9
Romagne-sous-Montfaucon,191,200,9
Béthelainville,191,200,9
Olizy-sur-Chiers,191,200,9
Ajoncourt,91,100,9
Maizières-lès-Vic,491,500,9
Foulcrey,191,200,9
Pettoncourt,291,300,9
Waldhouse,391,400,9
Berling,291,300,9
Viller,191,200,9
Wœlfling-lès-Sarreguemines,691,700,9
Harreberg,391,400,9
Monneren,391,400,9
Breistroff-la-Grande,591,600,9
Saint-Julien-lès-Metz,2991,3000,9
Ville-Langy,291,300,9
Curgies,1091,1100,9
Hestrud,291,300,9
Paillencourt,991,1000,9
Lynde,691,700,9
Neuville-en-Avesnois,291,300,9
Saint-Python,991,1000,9
Grande-Synthe,20991,21000,9
Auteuil,591,600,9
Ernemont-Boutavent,191,200,9
Saint-Martin-aux-Bois,291,300,9
Saint-Quentin-des-Prés,291,300,9
Heilles,591,600,9
Ressons-sur-Matz,1591,1600,9
La Baroche-sous-Lucé,391,400,9
Rémalard,1291,1300,9
Écorches,91,100,9
La Trinité-des-Laitiers,91,100,9
Hallines,1291,1300,9
Herbelles,491,500,9
Merck-Saint-Liévin,591,600,9
Moyenneville,291,300,9
Coquelles,2291,2300,9
Monchy-Cayeux,291,300,9
Sauchy-Cauchy,391,400,9
Dannes,1291,1300,9
Guisy,291,300,9
Tollent,91,100,9
Pressy,291,300,9
Vieil-Moutier,391,400,9
Chelers,291,300,9
Vaudricourt,891,900,9
Saint-Priest-des-Champs,691,700,9
Lisseuil,91,100,9
Uhart-Cize,691,700,9
Caubios-Loos,491,500,9
Garris,291,300,9
Anos,191,200,9
Ahaxe-Alciette-Bascassan,291,300,9
Lées-Athas,291,300,9
Souyeaux,291,300,9
Ayros-Arbouix,291,300,9
Ossen,191,200,9
Sauto,91,100,9
Gumbrechtshoffen,1191,1200,9
Thanvillé,591,600,9
Sermersheim,791,800,9
Birkenwald,291,300,9
Tagolsheim,691,700,9
Lapoutroie,1991,2000,9
Wildenstein,191,200,9
Valdieu-Lutran,391,400,9
Bellemagny,191,200,9
Jarnioux,591,600,9
Sarcey,891,900,9
Frasne-le-Château,291,300,9
Vitrey-sur-Mance,291,300,9
Culles-les-Roches,191,200,9
Varennes-sous-Dun,591,600,9
Mercurey,1291,1300,9
Cuiseaux,1791,1800,9
Fretterans,291,300,9
Saint-Martin-de-Lixy,91,100,9
Sigy-le-Châtel,91,100,9
Mayet,3191,3200,9
Ontex,91,100,9
Villard-Léger,491,500,9
Césarches,391,400,9
Sainte-Beuve-en-Rivière,191,200,9
Le Tilleul,691,700,9
Goderville,2891,2900,9
Ménerval,191,200,9
Roncherolles-sur-le-Vivier,1091,1100,9
Saint-André-sur-Cailly,891,900,9
Saint-Romain-de-Colbosc,3791,3800,9
Bosc-le-Hard,1491,1500,9
Nesle-Normandeuse,591,600,9
Bennetot,191,200,9
Saint-Sauveur-d'Émalleville,1191,1200,9
Everly,591,600,9
La Grande-Paroisse,2591,2600,9
Montigny-sur-Loing,2791,2800,9
Bazoches-sur-Guyonne,591,600,9
Limetz-Villez,1891,1900,9
Méricourt,391,400,9
Marigny,891,900,9
Fontenille-Saint-Martin-d'Entraigues,591,600,9
Ignaucourt,91,100,9
Beaucamps-le-Jeune,191,200,9
Ételfay,391,400,9
Bovelles,391,400,9
Maizicourt,191,200,9
Méricourt-sur-Somme,191,200,9
Peyrole,491,500,9
Génébrières,591,600,9
Faudoas,291,300,9
Saint-Benoît,6991,7000,9
Chaunay,1191,1200,9
Saint-Priest-sous-Aixe,1591,1600,9
Sainte-Marie-de-Vaux,191,200,9
Malaincourt,91,100,9
Xaronval,91,100,9
Rainville,291,300,9
La Petite-Fosse,91,100,9
Nayemont-les-Fosses,891,900,9
Maconcourt,91,100,9
Saint-Étienne-lès-Remiremont,3891,3900,9
Essegney,691,700,9
Bettoncourt,91,100,9
Derbamont,91,100,9
Foissy-sur-Vanne,291,300,9
Subligny,491,500,9
Piffonds,591,600,9
Lachapelle-sous-Chaux,691,700,9
Chamarande,1091,1100,9
Villiers-sur-Orge,3891,3900,9
Mespuits,191,200,9
Le Heaulme,191,200,9
Pietracorbara,591,600,9
Novella,91,100,9
Casabianca,91,100,9
Saint-Didier-de-Formans,1792,1800,8
Brénaz,92,100,8
Lapeyrouse,292,300,8
Anguilcourt-le-Sart,292,300,8
Orainville,492,500,8
Chevregny,192,200,8
Dohis,92,100,8
Landifay-et-Bertaignemont,292,300,8
Erlon,292,300,8
Aulnois-sous-Laon,1292,1300,8
Erloy,92,100,8
Besson,792,800,8
Bost,192,200,8
Billezois,392,400,8
Sorbier,292,300,8
Saint-Caprais,92,100,8
Saint-Laurent-du-Verdon,92,100,8
Sigoyer,92,100,8
La Javie,392,400,8
Saléon,92,100,8
Saint-Julien-le-Roux,92,100,8
Bidon,192,200,8
Logny-Bogny,192,200,8
Authe,92,100,8
Éteignières,492,500,8
Coulommes-et-Marqueny,92,100,8
Vaux-Villaine,192,200,8
L'Aiguillon,392,400,8
Boussenac,192,200,8
Saint-Pierre-de-Rivière,692,700,8
Ganac,692,700,8
Dampierre,292,300,8
Brillecourt,92,100,8
Vallentigny,192,200,8
Cormost,292,300,8
Orsans,92,100,8
Thaon,1492,1500,8
Pontécoulant,92,100,8
Le Marais-la-Chapelle,92,100,8
Lingèvres,492,500,8
Cricqueville-en-Bessin,192,200,8
Saint-Étienne-la-Thillaye,492,500,8
Vaux-sur-Seulles,292,300,8
Fierville-Bray,492,500,8
Pradiers,92,100,8
Sourniac,192,200,8
Polminhac,1092,1100,8
Adjots,492,500,8
Ardillières,792,800,8
Plassay,692,700,8
Saint-Julien-aux-Bois,492,500,8
Jailly-les-Moulins,92,100,8
Beire-le-Châtel,792,800,8
Couchey,1192,1200,8
Mimeure,292,300,8
Étais,92,100,8
Champagne-sur-Vingeanne,292,300,8
Échigey,292,300,8
Landébia,492,500,8
Plussulien,492,500,8
La Chèze,592,600,8
Plessix-Balisson,92,100,8
Dun-le-Palestel,1192,1200,8
Milhac-de-Nontron,592,600,8
Gabillou,92,100,8
Chalagnac,392,400,8
Saint-Martin-des-Combes,192,200,8
Bouteilles-Saint-Sébastien,192,200,8
Autechaux,392,400,8
L'Hôpital-Saint-Lieffroy,92,100,8
Rennes-sur-Loue,92,100,8
Charbonnières-les-Sapins,192,200,8
Mont-de-Laval,192,200,8
Arbouans,992,1000,8
Lizine,92,100,8
Beauregard-Baret,792,800,8
Génissieux,1992,2000,8
Le Fidelaire,992,1000,8
Plainville,192,200,8
Thevray,292,300,8
Farceaux,292,300,8
Beaubray,292,300,8
Janville,1792,1800,8
Frétigny,492,500,8
Beauche,292,300,8
Meslay-le-Grenet,292,300,8
Bolazec,192,200,8
Saint-Urbain,1492,1500,8
Massanes,192,200,8
Arbon,92,100,8
Gauré,492,500,8
Montgras,92,100,8
Beauchalot,492,500,8
Nizan-Gesse,92,100,8
Payssous,92,100,8
Bouzon-Gellenave,192,200,8
Marseillan,92,100,8
Maupas,192,200,8
Sère,92,100,8
Virsac,992,1000,8
Coutures,92,100,8
Marsas,1092,1100,8
Plans,292,300,8
Cassagnoles,92,100,8
Loupian,2092,2100,8
Redon,9592,9600,8
Saint-Germain-sur-Ille,892,900,8
Saint-Ouen-la-Rouërie,792,800,8
Villiers,192,200,8
Tendu,592,600,8
La Ferrière,292,300,8
Lieudieu,292,300,8
Bresson,692,700,8
Anjou,992,1000,8
Mièges,92,100,8
Courlans,992,1000,8
Offlanges,192,200,8
Bersaillin,392,400,8
Ponthoux,92,100,8
Courbouzon,592,600,8
Taxenne,92,100,8
Doye,92,100,8
Montigny-sur-l'Ain,192,200,8
Plumont,92,100,8
Annoire,392,400,8
Arsure-Arsurette,92,100,8
Belhade,192,200,8
Lahosse,292,300,8
Le Frêche,392,400,8
Monteaux,792,800,8
Villeherviers,492,500,8
Roches-l'Évêque,292,300,8
Pruniers-en-Sologne,2292,2300,8
Villiers-sur-Loir,1192,1200,8
Vérin,692,700,8
Cordelle,892,900,8
Blavozy,1592,1600,8
Saint-Paul-de-Tartas,192,200,8
Domeyrat,192,200,8
Villemoutiers,492,500,8
Lanzac,592,600,8
Capdenac,1092,1100,8
Villesèque,392,400,8
Flaujac-Gare,92,100,8
Sabadel-Lauzès,92,100,8
Saint-Étienne-de-Villeréal,292,300,8
Chambon-le-Château,292,300,8
Belvézet,92,100,8
Chastanier,92,100,8
Beausse,392,400,8
Saint-Léger-sous-Cholet,2492,2500,8
Villechien,192,200,8
Hambye,1192,1200,8
Hocquigny,192,200,8
Contrières,392,400,8
Raids,192,200,8
Muneville-sur-Mer,392,400,8
Benoîtville,592,600,8
Villiers-le-Pré,192,200,8
Baconnes,292,300,8
Thil,292,300,8
Saron-sur-Aube,292,300,8
Bagneux,492,500,8
Loisy-en-Brie,192,200,8
Treslon,192,200,8
Goncourt,292,300,8
Burthecourt-aux-Chênes,92,100,8
Selaincourt,192,200,8
Lenoncourt,592,600,8
Dolcourt,92,100,8
Art-sur-Meurthe,1292,1300,8
Froidos,92,100,8
Pagny-sur-Meuse,992,1000,8
Saint-Hilaire-en-Woëvre,192,200,8
Seigneulles,192,200,8
Ronvaux,92,100,8
Pleugriffet,1192,1200,8
Saint-Thuriau,1892,1900,8
Guermange,92,100,8
Gavisse,592,600,8
Saulny,1492,1500,8
Lesse,192,200,8
Diesen,1092,1100,8
Bezange-la-Petite,92,100,8
Ohain,1292,1300,8
Saint-Remy-Chaussée,492,500,8
Fontaine-au-Pire,1192,1200,8
Estaires,5992,6000,8
Lederzeele,592,600,8
Moyvillers,592,600,8
Éméville,292,300,8
Courtieux,192,200,8
Le Meux,1992,2000,8
Boissy-le-Bois,192,200,8
Beauvoir,292,300,8
Haute-Épine,292,300,8
Vaumoise,892,900,8
Rémécourt,92,100,8
Almenêches,692,700,8
Saint-Maurice-du-Désert,692,700,8
Coulonges-sur-Sarthe,492,500,8
Cisai-Saint-Aubin,192,200,8
Bernieulles,192,200,8
Frévin-Capelle,392,400,8
La Loge,192,200,8
Wailly-Beaucamp,992,1000,8
Hesdigneul-lès-Boulogne,692,700,8
Flers,192,200,8
Rougefay,92,100,8
Rœux,1392,1400,8
Châteauneuf-les-Bains,292,300,8
Cunlhat,1292,1300,8
Château-sur-Cher,92,100,8
Savennes,92,100,8
Lanne-en-Barétous,492,500,8
Sallespisse,592,600,8
Vialer,192,200,8
Lantabat,292,300,8
Aast,192,200,8
Séby,192,200,8
Sers,92,100,8
Saléchan,192,200,8
Bonrepos,192,200,8
Siradan,292,300,8
Mascaras,392,400,8
Sassis,92,100,8
Mosset,292,300,8
Finestret,192,200,8
Adamswiller,392,400,8
Rimsdorf,292,300,8
Hindisheim,1392,1400,8
Wintzenheim,7592,7600,8
Uffholtz,1592,1600,8
Gildwiller,292,300,8
Alix,692,700,8
Avrigney-Virey,392,400,8
Plancher-les-Mines,1092,1100,8
Provenchère,292,300,8
Venère,192,200,8
Fougerolles,3792,3800,8
Montjay,192,200,8
Serrières,292,300,8
Saint-Julien-de-Jonzy,292,300,8
Anost,692,700,8
Bussières,592,600,8
Serrigny-en-Bresse,192,200,8
Saint-Eusèbe,1092,1100,8
Baudrières,892,900,8
Sarcé,292,300,8
Motz,392,400,8
Bramans,392,400,8
Verel-de-Montbel,292,300,8
Grémonville,392,400,8
Fallencourt,192,200,8
Neuf-Marché,692,700,8
Ménonval,192,200,8
Theuville-aux-Maillots,492,500,8
Sigy-en-Bray,692,700,8
Fontaine-la-Mallet,2692,2700,8
Sasseville,292,300,8
Rétonval,192,200,8
Cocherel,592,600,8
Mousseaux-lès-Bray,692,700,8
Boisdon,92,100,8
Grandpuits-Bailly-Carrois,992,1000,8
Jumeauville,592,600,8
La Chapelle-Pouilloux,192,200,8
Le Boisle,392,400,8
Plachy-Buyon,892,900,8
Hénencourt,192,200,8
Colincamps,92,100,8
Alban,992,1000,8
Saint-Salvi-de-Carcavès,92,100,8
Mirabel,992,1000,8
Saint-Loup,492,500,8
Mouillac,92,100,8
Boudou,692,700,8
Saint-Sulpice-en-Pareds,392,400,8
La Jaudonnière,592,600,8
Brux,692,700,8
Condat-sur-Vienne,4692,4700,8
Brantigny,192,200,8
Estrennes,92,100,8
Longchamp-sous-Châtenois,92,100,8
Langley,192,200,8
Saint-Maurice-sur-Moselle,1492,1500,8
Bazien,92,100,8
Pargny-sous-Mureau,192,200,8
Grandrupt,92,100,8
Savigny-sur-Clairis,392,400,8
Sambourg,92,100,8
Tharot,92,100,8
Brosses,292,300,8
Denney,792,800,8
Rougemont-le-Château,1392,1400,8
Roinvilliers,92,100,8
Tralonca,92,100,8
Castirla,192,200,8
Santa-Lucia-di-Mercurio,92,100,8
Lurcy,393,400,7
Briord,893,900,7
Vieu-d'Izenave,693,700,7
Chavonne,193,200,7
Beaurieux,793,800,7
Grisolles,193,200,7
Rocquigny,393,400,7
Champs,293,300,7
Grand-Rozoy,293,300,7
Moÿ-de-l'Aisne,993,1000,7
Trosly-Loire,593,600,7
Neuville-Saint-Amand,893,900,7
Juvincourt-et-Damary,493,500,7
Chappes,193,200,7
Le Pin,393,400,7
Vachères,293,300,7
Mallemoisson,993,1000,7
Châteauredon,93,100,7
Lardier-et-Valença,293,300,7
Plats,793,800,7
Désaignes,1193,1200,7
Écordal,293,300,7
Chuffilly-Roche,93,100,7
Aiglemont,1593,1600,7
Massat,693,700,7
Sentenac-d'Oust,93,100,7
Péreille,193,200,7
Gourbit,93,100,7
Quié,293,300,7
Saint-Léger-sous-Brienne,393,400,7
Plaines-Saint-Lange,293,300,7
Maraye-en-Othe,493,500,7
Radonvilliers,393,400,7
Labastide-en-Val,93,100,7
Gaja-et-Villedieu,293,300,7
Bouisse,93,100,7
Donazac,93,100,7
Laprade,93,100,7
Laval-Roquecezière,293,300,7
Brommat,693,700,7
Tournemire,393,400,7
Rumesnil,93,100,7
Saint-Aubin-d'Arquenay,793,800,7
Putot-en-Auge,293,300,7
Saint-Charles-de-Percy,193,200,7
Ladinhac,493,500,7
Sauvat,193,200,7
Varzay,793,800,7
Chadenac,393,400,7
Saint-Eugène,293,300,7
Saint-Martin-d'Ary,493,500,7
Turenne,793,800,7
Objat,3593,3600,7
Albussac,693,700,7
Saint-Étienne-la-Geneste,93,100,7
Chevigny-en-Valière,293,300,7
Saint-Martin-de-la-Mer,293,300,7
Thury,293,300,7
Massingy-lès-Semur,193,200,7
Saint-Germain-lès-Senailly,93,100,7
Pont,93,100,7
Mosson,93,100,7
Trébédan,393,400,7
Saint-Quay-Portrieux,3093,3100,7
Plélauff,693,700,7
Landebaëron,193,200,7
Aucaleuc,893,900,7
Cladech,93,100,7
Creyssac,93,100,7
Amondans,93,100,7
Montgesoye,493,500,7
Hyèvre-Paroisse,193,200,7
Oye-et-Pallet,693,700,7
Chay,193,200,7
Salles-sous-Bois,193,200,7
Larnage,993,1000,7
Mirabel-et-Blacons,893,900,7
Vitot,493,500,7
Saint-Pierre-d'Autils,993,1000,7
Breuilpont,1193,1200,7
Saint-Ouen-des-Champs,293,300,7
Saint-Aubin-le-Guichard,293,300,7
Conches-en-Ouche,4993,5000,7
Faverolles,893,900,7
Locronan,793,800,7
Plouvien,3693,3700,7
Logonna-Daoulas,2093,2100,7
Fournès,893,900,7
Aspères,493,500,7
Allègre-les-Fumades,793,800,7
Tornac,893,900,7
Izaut-de-l'Hôtel,293,300,7
Blajan,493,500,7
Saint-Béat,393,400,7
Miramont-de-Comminges,793,800,7
Caignac,293,300,7
Cazeaux-de-Larboust,93,100,7
Mazères-sur-Salat,593,600,7
Auzas,193,200,7
Peyrouzet,93,100,7
Bagnères-de-Luchon,2593,2600,7
Terraube,393,400,7
Castelnau-d'Anglès,93,100,7
Caussens,593,600,7
Saint-Élix,193,200,7
Manent-Montané,93,100,7
Saint-Michel-de-Lapujade,193,200,7
Dardenac,93,100,7
Saint-Félix-de-Foncaude,293,300,7
Paillet,1193,1200,7
Babeau-Bouldoux,293,300,7
Montagnac,3593,3600,7
Saint-Hilaire-des-Landes,993,1000,7
Antrain,1393,1400,7
La Bazouge-du-Désert,1093,1100,7
Orsennes,793,800,7
Bommiers,293,300,7
Azay-sur-Cher,2993,3000,7
Bréhémont,793,800,7
Beaumont-en-Véron,2793,2800,7
Rovon,593,600,7
Saint-Michel-de-Saint-Geoirs,293,300,7
Veyssilieu,293,300,7
Mizoën,193,200,7
Saint-Blaise-du-Buis,993,1000,7
Chevrières,693,700,7
Vertamboz,93,100,7
Saint-Agnet,193,200,7
Oeyreluy,1593,1600,7
Saint-Étienne-d'Orthe,593,600,7
Oigny,93,100,7
Meslay,293,300,7
Faverolles-sur-Cher,1293,1300,7
Marlhes,1393,1400,7
La Fouillouse,4393,4400,7
Sainte-Eugénie-de-Villeneuve,93,100,7
Vernassal,393,400,7
Sermaises,1593,1600,7
La Bussière,793,800,7
Mézières-lez-Cléry,793,800,7
Lion-en-Sullias,393,400,7
Bondaroy,393,400,7
Creysse,293,300,7
Fons,393,400,7
Cras,93,100,7
Saint-Pastour,393,400,7
Armillac,193,200,7
Espiens,393,400,7
Magneville,293,300,7
Vaudrimesnil,393,400,7
Amfreville,293,300,7
Doville,293,300,7
Houtteville,93,100,7
Octeville-l'Avenel,193,200,7
Graignes-Mesnil-Angot,793,800,7
Braux-Saint-Remy,93,100,7
Brouillet,93,100,7
Cherville,93,100,7
Cramant,893,900,7
Fromentières,393,400,7
Sainte-Marie-à-Py,193,200,7
Baye,393,400,7
Jonquery,93,100,7
Istres-et-Bury,93,100,7
Saint-Hilaire-le-Petit,293,300,7
Leurville,93,100,7
Moulay,993,1000,7
La Chapelle-Rainsouin,393,400,7
Forcelles-sous-Gugney,93,100,7
Tanconville,93,100,7
Goviller,393,400,7
Frouard,6693,6700,7
Colmey,293,300,7
Sommelonne,493,500,7
Nantois,93,100,7
Landrecourt-Lempire,193,200,7
Pintheville,93,100,7
Sainte-Hélène,1093,1100,7
Guer,6193,6200,7
Rhodes,93,100,7
Valmunster,93,100,7
Foville,93,100,7
Vittoncourt,393,400,7
Lachambre,793,800,7
Empury,93,100,7
Roost-Warendin,6193,6200,7
Saint-Remy-du-Nord,1193,1200,7
Vendegies-au-Bois,493,500,7
Berlaimont,3193,3200,7
Varesnes,393,400,7
Trosly-Breuil,2093,2100,7
Courcelles-Epayelles,193,200,7
Éragny-sur-Epte,593,600,7
Mognéville,1493,1500,7
Saint-Maximin,2493,2500,7
La Ferrière-Bochard,693,700,7
Gauville,593,600,7
La Ferté-Frênel,693,700,7
Torchamp,293,300,7
Mortagne-au-Perche,4093,4100,7
Buire-le-Sec,793,800,7
Hénin-sur-Cojeul,493,500,7
Beutin,493,500,7
Ervillers,393,400,7
Liettres,293,300,7
Ficheux,493,500,7
Saint-Angel,393,400,7
Gerzat,10393,10400,7
Bagnols,493,500,7
Arget,93,100,7
Gabaston,593,600,7
Mendive,193,200,7
Bustince-Iriberry,93,100,7
Haux,93,100,7
Anhaux,293,300,7
Cieutat,593,600,7
Gensac,93,100,7
Saint-Créac,93,100,7
Py,93,100,7
Ansignan,193,200,7
Eschbourg,493,500,7
Wilwisheim,693,700,7
Uhrwiller,693,700,7
Thizy,2393,2400,7
Saint-Étienne-la-Varenne,693,700,7
Percey-le-Grand,93,100,7
Vanne,93,100,7
Coulevon,193,200,7
Pomoy,193,200,7
Vaivre-et-Montoille,2293,2300,7
Dettey,93,100,7
Saint-Marceau,493,500,7
Maisoncelles,193,200,7
Fontcouverte-la-Toussuire,593,600,7
Contamines-Montjoie,1193,1200,7
Contamine-sur-Arve,1593,1600,7
Cottévrard,393,400,7
Villers-sous-Foucarmont,193,200,7
Notre-Dame-de-Bliquetuit,693,700,7
Doudeauville,93,100,7
Barbey,193,200,7
Boitron,393,400,7
Féricy,593,600,7
Andelu,493,500,7
Saint-Christophe-sur-Roc,593,600,7
Saint-Martin-de-Bernegoue,793,800,7
Asnières-en-Poitou,193,200,7
Lucheux,593,600,7
Inval-Boiron,93,100,7
Grattepanche,293,300,7
Arry,193,200,7
Talmas,1093,1100,7
Wargnies,93,100,7
Saigneville,393,400,7
