nom,nb_hab_2010,nb_hab_2012,diff2012_2010
Vergies,193,200,7
Agenvillers,193,200,7
Rambures,393,400,7
Raincheval,293,300,7
Blangy-sous-Poix,193,200,7
Almayrac,293,300,7
Fraissines,93,100,7
Trévien,193,200,7
Missècle,93,100,7
Loubers,93,100,7
Saint-Amans-du-Pech,193,200,7
Comberouger,293,300,7
Le Revest-les-Eaux,3693,3700,7
Saint-Pierre-de-Vassols,493,500,7
Saint-Valérien,493,500,7
Chavagnes-les-Redoux,793,800,7
Barbâtre,1793,1800,7
Roiffé,693,700,7
Saint-Savin,893,900,7
Eyjeaux,1193,1200,7
Saint-Laurent-sur-Gorre,1393,1400,7
Grandvillers,693,700,7
Vexaincourt,193,200,7
Sainte-Colombe,193,200,7
Saints,593,600,7
Chaumot,693,700,7
Saint-Fargeau,1793,1800,7
Riervescemont,93,100,7
Charmois,293,300,7
Petitefontaine,193,200,7
Vayres-sur-Essonne,893,900,7
Écharcon,793,800,7
Tasso,93,100,7
Tox,93,100,7
Bolozon,94,100,6
Charix,294,300,6
Longpont,294,300,6
Le Catelet,194,200,6
Fontenoy,494,500,6
Malzy,194,200,6
Pierrepont,394,400,6
Saint-Christophe,494,500,6
Seuillet,494,500,6
Treban,394,400,6
Sauvagny,94,100,6
Mirabeau,494,500,6
Moriez,194,200,6
Champtercier,794,800,6
Oze,94,100,6
Saint-Clément-sur-Durance,294,300,6
Ribiers,794,800,6
Gilette,1494,1500,6
Aiglun,94,100,6
Saint-Péray,7294,7300,6
Yoncq,94,100,6
Chappes,94,100,6
Vendresse,494,500,6
Montmeillant,94,100,6
Herbeuval,94,100,6
Sainte-Vaubourg,94,100,6
Toges,94,100,6
Gabre,94,100,6
L'Hospitalet-près-l'Andorre,94,100,6
Biert,294,300,6
Bligny,194,200,6
Saint-Loup-de-Buffigny,194,200,6
Ricaud,294,300,6
Saint-Couat-d'Aude,394,400,6
Homps,694,700,6
Saint-Denis,494,500,6
Montclar,194,200,6
Murasson,194,200,6
Saint-Sernin-sur-Rance,694,700,6
Authieux-sur-Calonne,294,300,6
La Rocque,94,100,6
La Villette,194,200,6
Cormolain,394,400,6
Pierrepont,94,100,6
Saint-Laurent-du-Mont,194,200,6
Noyers-Bocage,1094,1100,6
Roucamps,194,200,6
Authie,1394,1400,6
Sainte-Marguerite-de-Viette,394,400,6
Poussy-la-Campagne,94,100,6
Courtonne-la-Meurdrac,694,700,6
Velzic,394,400,6
Sansac-de-Marmiesse,1294,1300,6
Marcillac-Lanville,594,600,6
Lessac,594,600,6
Courcerac,294,300,6
Blanzay-sur-Boutonne,94,100,6
La Vallée,694,700,6
Chanac-les-Mines,494,500,6
Madranges,194,200,6
Pothières,194,200,6
Villeneuve-sous-Charigny,94,100,6
Vernois-lès-Vesvres,194,200,6
Quincy-le-Vicomte,194,200,6
Lacanche,594,600,6
Étevaux,294,300,6
Collonges-lès-Bévy,94,100,6
Trédaniel,994,1000,6
Saint-Pierre-de-Fursac,794,800,6
Saint-Sébastien,694,700,6
Cantillac,194,200,6
Ginestet,794,800,6
La Chapelle-Faucher,394,400,6
Saint-Amand-de-Coly,394,400,6
Puymangou,94,100,6
Cercles,194,200,6
Saint-Crépin-d'Auberoche,294,300,6
Saint-Cernin-de-Labarde,194,200,6
Lavernay,594,600,6
Boussières,1094,1100,6
Écouis,794,800,6
Barquet,394,400,6
Dame-Marie,94,100,6
Marais-Vernier,494,500,6
Andé,1094,1100,6
Courville-sur-Eure,2794,2800,6
Cléden-Poher,1094,1100,6
Chamborigaud,794,800,6
Servas,194,200,6
Ners,694,700,6
Chein-Dessus,194,200,6
Sabonnères,294,300,6
Peyrissas,94,100,6
Le Plan,494,500,6
Beccas,94,100,6
Castex,94,100,6
Monbardon,94,100,6
Pébées,94,100,6
Aujan-Mournède,94,100,6
Pis,94,100,6
Ambès,2894,2900,6
Cazats,294,300,6
Lugaignac,394,400,6
Naujan-et-Postiac,494,500,6
Mouliets-et-Villemartin,1094,1100,6
Joncels,294,300,6
Verreries-de-Moussans,94,100,6
Murles,294,300,6
La Nouaye,294,300,6
Langan,894,900,6
Crevin,2594,2600,6
Châtillon-en-Vendelais,1694,1700,6
Jeu-les-Bois,394,400,6
Buzançais,4494,4500,6
Valençay,2594,2600,6
Meunet-Planches,194,200,6
Luant,1394,1400,6
Truyes,2094,2100,6
Charentilly,1094,1100,6
Autrèche,394,400,6
Luzillé,894,900,6
Sonzay,1294,1300,6
Pommier-de-Beaurepaire,694,700,6
La Motte-d'Aveillans,1794,1800,6
Bletterans,1394,1400,6
Chilly-sur-Salins,94,100,6
Nance,494,500,6
Champrougier,94,100,6
Picarreau,94,100,6
Marnézia,94,100,6
Souvigny-en-Sologne,494,500,6
Saint-Jacques-des-Guérets,94,100,6
Arcinges,194,200,6
Marclopt,494,500,6
Champdieu,1694,1700,6
Saint-Thurin,194,200,6
Saint-Laurent-la-Conche,594,600,6
Saint-Arcons-d'Allier,194,200,6
Beaux,794,800,6
Cerzat,194,200,6
Saint-Fiacre-sur-Maine,1194,1200,6
Paucourt,894,900,6
Nogent-sur-Vernisson,2594,2600,6
Auxy,994,1000,6
Saint-Paul-de-Vern,194,200,6
Saint-Cernin,194,200,6
Saint-Romain-le-Noble,394,400,6
Cahuzac,294,300,6
Poussignac,294,300,6
Pompogne,194,200,6
Saint-Eutrope-de-Born,694,700,6
Albaret-le-Comtal,194,200,6
Saint-Martin-d'Arcé,794,800,6
Montreuil-sur-Loir,494,500,6
Saint-Pois,494,500,6
Saint-Germain-de-Tournebut,394,400,6
Boisroger,194,200,6
Saint-Pellerin,394,400,6
Brouains,194,200,6
Urville,194,200,6
La Baleine,94,100,6
Moslins,294,300,6
Vauciennes,294,300,6
Crugny,594,600,6
Éclaires,94,100,6
Le Meix-Tiercelin,194,200,6
Saint-Léonard,94,100,6
Vraincourt,94,100,6
Semilly,94,100,6
Hallignicourt,294,300,6
Euffigneix,294,300,6
Saint-Laurent-des-Mortiers,194,200,6
Saint-Georges-Buttavent,1394,1400,6
Landécourt,94,100,6
Clayeures,194,200,6
Avillers,94,100,6
Braquis,94,100,6
Billy-sous-Mangiennes,394,400,6
Gestel,2594,2600,6
Guéhenno,794,800,6
Bazoncourt,494,500,6
Sarreinsming,1294,1300,6
Coin-sur-Seille,294,300,6
Longeville-lès-Saint-Avold,3794,3800,6
Bining,1194,1200,6
Richemont,1894,1900,6
Arthel,94,100,6
Bellaing,1194,1200,6
Lesquin,6394,6400,6
Zermezeele,194,200,6
Roucourt,394,400,6
Haynecourt,594,600,6
Le Quesnoy,4994,5000,6
Bellignies,894,900,6
Évricourt,194,200,6
Noroy,194,200,6
Le Déluge,494,500,6
Bitry,294,300,6
Saint-Maur,394,400,6
Saint-Hilaire-de-Briouze,294,300,6
Sept-Forges,294,300,6
Normandel,94,100,6
Livaie,194,200,6
Trescault,194,200,6
Mont-Bernanchon,1394,1400,6
Capelle-Fermont,194,200,6
Le Parcq,794,800,6
Tilloy-lès-Mofflaines,1394,1400,6
Morval,94,100,6
Orville,394,400,6
Neuf-Église,294,300,6
Le Monestier,194,200,6
Saint-Hilaire,194,200,6
Vielleségure,394,400,6
Suhescun,194,200,6
Arbouet-Sussaute,294,300,6
Vier-Bordes,94,100,6
Générest,94,100,6
Ségalas,94,100,6
Le Vivier,94,100,6
Ichtratzheim,294,300,6
Kienheim,594,600,6
Magny,294,300,6
Saint-Vérand,1094,1100,6
Froideconche,1994,2000,6
Pin,694,700,6
Laives,994,1000,6
La Vineuse,294,300,6
Dezize-lès-Maranges,194,200,6
Torpes,394,400,6
Charolles,2794,2800,6
Charrecey,294,300,6
Saint-Denis-d'Orques,894,900,6
Saint-Paul-le-Gaultier,294,300,6
Sainte-Osmane,194,200,6
Jauzé,94,100,6
Thorigné-sur-Dué,1594,1600,6
La Chapelle-Saint-Rémy,894,900,6
Vions,394,400,6
Saxel,394,400,6
La Vernaz,294,300,6
Saint-Gervais-les-Bains,5694,5700,6
Évires,1294,1300,6
Callengeville,494,500,6
Quevillon,594,600,6
Criquetot-sur-Longueville,194,200,6
Pommeréval,394,400,6
Neuville-Ferrières,594,600,6
Moulineaux,894,900,6
Beauvoir-en-Lyons,594,600,6
Villeroy,694,700,6
Saint-Rémy-la-Vanne,994,1000,6
Saint-Loup-de-Naud,894,900,6
Prunay-le-Temple,394,400,6
La Forêt-sur-Sèvre,2294,2300,6
Morvillers-Saint-Saturnin,394,400,6
Bernaville,1094,1100,6
Mouflières,94,100,6
Herbécourt,194,200,6
Bussy-lès-Poix,94,100,6
Saint-Mard,194,200,6
Peyregoux,94,100,6
Savoillan,94,100,6
Orches,394,400,6
Linards,1094,1100,6
Domjulien,194,200,6
Regney,94,100,6
Jorxey,94,100,6
Deycimont,294,300,6
Prey,94,100,6
Ancy-le-Franc,994,1000,6
Montréal,194,200,6
Domecy-sur-Cure,394,400,6
Gigny,94,100,6
Sant'Antonino,94,100,6
Calvi,5394,5400,6
Montagnieu,495,500,5
Parcieux,1095,1100,5
Gercy,295,300,5
Vichel-Nanteuil,95,100,5
Neuflieux,95,100,5
Anizy-le-Château,1895,1900,5
Étréaupont,895,900,5
Chouy,395,400,5
Lappion,295,300,5
Bucilly,195,200,5
Saint-Paul-aux-Bois,395,400,5
Nassigny,195,200,5
Urçay,295,300,5
Bresnay,395,400,5
Beuil,495,500,5
Le Bar-sur-Loup,2795,2800,5
Saint-Barthélemy-le-Plain,795,800,5
Laurac-en-Vivarais,895,900,5
Vocance,595,600,5
Vinzieux,395,400,5
Ajoux,95,100,5
Tourcelles-Chaumont,95,100,5
Doumely-Bégny,95,100,5
Ville-sur-Lumes,495,500,5
Villers-sur-le-Mont,95,100,5
Guignicourt-sur-Vence,295,300,5
Étalle,95,100,5
Bouvellemont,95,100,5
Grandchamp,95,100,5
Castex,95,100,5
Esplas,95,100,5
Sorgeat,95,100,5
Niaux,195,200,5
Troye-d'Ariège,95,100,5
Freychenet,95,100,5
Clermont,95,100,5
Saint-Aubin,595,600,5
Pont-sur-Seine,995,1000,5
Buchères,1395,1400,5
Villar-Saint-Anselme,95,100,5
Monze,195,200,5
Roullens,495,500,5
Coustouge,95,100,5
Escouloubre,95,100,5
Saint-Salvadou,395,400,5
Bonneville-sur-Touques,395,400,5
Bernesq,195,200,5
Saint-Jouin,195,200,5
Barou-en-Auge,95,100,5
Bretteville-sur-Dives,295,300,5
Cerqueux,95,100,5
Sainte-Croix-Grand-Tonne,295,300,5
Saint-Julien-de-Mailloc,495,500,5
Touques,3995,4000,5
Freix-Anglards,195,200,5
Sénezergues,195,200,5
Coulgens,495,500,5
Xambes,295,300,5
Pleuville,395,400,5
Puyrolland,195,200,5
Saint-Cyr-du-Doret,595,600,5
Dompierre-sur-Charente,495,500,5
Meux,295,300,5
Saint-Loup,295,300,5
Fouras,4095,4100,5
Sainte-Montaine,195,200,5
Jouet-sur-l'Aubois,1495,1500,5
Civray,995,1000,5
Saint-Hilaire-Taurieux,95,100,5
Savigny-sous-Mâlain,195,200,5
Marcilly-et-Dracy,95,100,5
Souhey,95,100,5
Aubaine,95,100,5
Pasques,295,300,5
Beneuvre,95,100,5
Bévy,95,100,5
Semur-en-Auxois,4195,4200,5
Plévin,795,800,5
Saint-Maudez,295,300,5
Lanmérin,495,500,5
Plumaugat,1095,1100,5
Saint-Priest-les-Fougères,395,400,5
Bassillac,1795,1800,5
Saint-Jory-de-Chalais,595,600,5
Saint-Aubin-de-Lanquais,295,300,5
La Rochebeaucourt-et-Argentine,395,400,5
Champagne-et-Fontaine,395,400,5
Thiviers,3095,3100,5
Savignac-de-Nontron,195,200,5
Péseux,95,100,5
Villars-sous-Dampjoux,395,400,5
Montmahoux,95,100,5
Loray,495,500,5
Montferrand-le-Château,2195,2200,5
Chaux-lès-Clerval,195,200,5
La Motte-Chalancon,395,400,5
Le Pègue,395,400,5
Beauvallon,1595,1600,5
Allex,2495,2500,5
Chanos-Curson,1095,1100,5
La Penne-sur-l'Ouvèze,95,100,5
Le Fresne,295,300,5
Honguemare-Guenouville,595,600,5
Vatteville,195,200,5
Le Manoir,1195,1200,5
Ailly,1095,1100,5
Luplanté,395,400,5
Jallans,795,800,5
Corancez,395,400,5
Ploudiry,895,900,5
Île-de-Sein,195,200,5
Molières-sur-Cèze,1595,1600,5
Montdardier,195,200,5
Cuguron,195,200,5
Gouzens,95,100,5
Arlos,95,100,5
Armous-et-Cau,95,100,5
Margouët-Meymes,195,200,5
Espaon,195,200,5
Escoussans,295,300,5
Saint-Genès-de-Castillon,395,400,5
Saint-Macaire,1995,2000,5
Sablons,1295,1300,5
Haux,795,800,5
Lacoste,295,300,5
Palavas-les-Flots,5995,6000,5
Nouvoitou,2895,2900,5
Neuvy-Saint-Sépulchre,1695,1700,5
Bagneux,195,200,5
Druye,895,900,5
Faye-la-Vineuse,295,300,5
La Celle-Guenand,395,400,5
Velanne,495,500,5
La Murette,1795,1800,5
Montagna-le-Templier,95,100,5
Chaînée-des-Coupis,195,200,5
Doucier,295,300,5
Chassal,495,500,5
Malange,295,300,5
Payros-Cazautets,95,100,5
Verdes,495,500,5
Semerville,95,100,5
Charlieu,3695,3700,5
Lavieu,95,100,5
Saint-Sixte,695,700,5
Bully,395,400,5
Le Brignon,595,600,5
Charraix,95,100,5
Saint-Étienne-Lardeyrol,695,700,5
Remouillé,1695,1700,5
Foucherolles,295,300,5
Saint-Sigismond,295,300,5
Saint-Laurent-Lolmie,195,200,5
Lacépède,295,300,5
Le Passage,9395,9400,5
Moulinet,195,200,5
Francescas,695,700,5
Recoules-de-Fumas,95,100,5
Salces,95,100,5
Saint-Georges-des-Sept-Voies,695,700,5
La Breille-les-Pins,595,600,5
Canteloup,195,200,5
Saint-Vigor-des-Monts,295,300,5
Montmirail,3795,3800,5
Pierre-Morains,95,100,5
Beaunay,95,100,5
Audeloncourt,95,100,5
Saint-Martin-lès-Langres,95,100,5
Domblain,95,100,5
Cerisières,95,100,5
Clinchamp,95,100,5
Briaucourt,195,200,5
Choiseul,95,100,5
Launay-Villiers,395,400,5
Izé,495,500,5
Villepail,195,200,5
Thiébauménil,395,400,5
Martincourt,95,100,5
Villers-le-Rond,95,100,5
Ville-en-Vermois,595,600,5
Gye,195,200,5
Foameix-Ornel,195,200,5
Ourches-sur-Meuse,195,200,5
Petit-Réderching,1495,1500,5
Pierrevillers,1495,1500,5
Frémestroff,295,300,5
Réchicourt-le-Château,595,600,5
Hottviller,595,600,5
Gouloux,195,200,5
Sainte-Marie,95,100,5
Saint-Martin-d'Heuille,595,600,5
Saint-Martin-sur-Nohain,395,400,5
Saint-André-en-Morvan,295,300,5
Avrée,95,100,5
Montreuillon,295,300,5
Maresches,895,900,5
Petit-Fayt,295,300,5
Villers-Sire-Nicole,995,1000,5
Hénonville,795,800,5
Ponchon,1095,1100,5
Blaincourt-lès-Précy,1195,1200,5
Versigny,395,400,5
Grandrû,295,300,5
Ons-en-Bray,1295,1300,5
Brégy,595,600,5
Angy,1195,1200,5
Breuil-le-Sec,2395,2400,5
Hainvillers,95,100,5
Catillon-Fumechon,595,600,5
Saint-Martin-l'Aiguillon,195,200,5
La Ferrière-au-Doyen,195,200,5
Canapville,195,200,5
La Lande-Patry,1795,1800,5
Moringhem,495,500,5
Attin,695,700,5
Rebreuve-Ranchicourt,1095,1100,5
Izel-lès-Hameau,695,700,5
Troisvaux,295,300,5
Fouquières-lès-Béthune,1095,1100,5
Neuville-Vitasse,495,500,5
La Monnerie-le-Montel,1995,2000,5
Mauzun,95,100,5
Saint-Genès-du-Retz,495,500,5
Pignols,295,300,5
Bellocq,895,900,5
Lasserre,95,100,5
Barzun,595,600,5
Ispoure,595,600,5
Sévignacq,695,700,5
Bédeille,195,200,5
Castagnède,195,200,5
Garde,495,500,5
Artagnan,495,500,5
Chis,295,300,5
Oms,295,300,5
Baillestavy,95,100,5
Lembach,1695,1700,5
Rittershoffen,895,900,5
Furchhausen,395,400,5
Wisches,2195,2200,5
Wintzenbach,595,600,5
Walbourg,795,800,5
Hœnheim,10495,10500,5
Zeinheim,195,200,5
Neuviller-la-Roche,395,400,5
Niederhausbergen,1295,1300,5
Rimbach-près-Masevaux,495,500,5
Bergheim,1895,1900,5
Attenschwiller,895,900,5
Sainte-Marie-aux-Mines,5495,5500,5
Roderen,895,900,5
Le Perréon,1395,1400,5
Bagnols,695,700,5
Trèves,695,700,5
Cenves,395,400,5
Beaumotte-Aubertans,495,500,5
Esmoulières,95,100,5
Vellexon-Queutrey-et-Vaudey,495,500,5
Nochize,95,100,5
Mont,195,200,5
Blèves,95,100,5
Bazouges-sur-le-Loir,1195,1200,5
Cogners,195,200,5
Rahay,195,200,5
Beaumont-Pied-de-Bœuf,495,500,5
Clarafond-Arcine,895,900,5
Nonglard,495,500,5
Ernemont-la-Villette,195,200,5
Norville,895,900,5
Touquin,1095,1100,5
Rampillon,795,800,5
Fontenay-Saint-Père,995,1000,5
Pas-de-Jeu,395,400,5
Frettemeule,295,300,5
Champien,295,300,5
Dominois,195,200,5
Sailly-Saillisel,495,500,5
Montonvillers,95,100,5
Bosquel,295,300,5
Licourt,395,400,5
Ailly-le-Haut-Clocher,895,900,5
Démuin,495,500,5
Goyencourt,95,100,5
Mesnil-Domqueur,95,100,5
Mareuil-Caubert,895,900,5
Conteville,195,200,5
Mazamet,9995,10000,5
Valence-d'Albigeois,1295,1300,5
Salles,195,200,5
Padiès,195,200,5
Aups,2095,2100,5
Saint-Germain-de-Prinçay,1495,1500,5
Maulay,195,200,5
Bussière-Galant,1395,1400,5
Gorre,395,400,5
Nantiat,1595,1600,5
Rehaupal,195,200,5
Bazoilles-sur-Meuse,595,600,5
Sauville,195,200,5
Prégilbert,195,200,5
Villeneuve-sur-Yonne,5295,5300,5
Dyé,195,200,5
Crain,395,400,5
Annoux,95,100,5
Varennes,295,300,5
Villon,95,100,5
Pont-sur-Vanne,195,200,5
Ballainvilliers,3795,3800,5
Courson-Monteloup,595,600,5
Cagnano,195,200,5
Aregno,595,600,5
Bisinchi,195,200,5
Boz,496,500,4
Bâgé-le-Châtel,796,800,4
Berzy-le-Sec,396,400,4
Chermizy-Ailles,96,100,4
Neuville-sur-Ailette,96,100,4
Seringes-et-Nesles,296,300,4
Morcourt,596,600,4
Dury,196,200,4
Pontavert,596,600,4
Neuvillette,196,200,4
Puisieux-et-Clanlieu,296,300,4
Courboin,296,300,4
Crépy,1896,1900,4
Montreuil-aux-Lions,1396,1400,4
Leschelle,296,300,4
Saint-Gérand-le-Puy,996,1000,4
Dauphin,796,800,4
Montfuron,196,200,4
Sanilhac,396,400,4
Guincourt,96,100,4
Son,96,100,4
Ménil-Annelles,96,100,4
Pailhès,396,400,4
Bernon,196,200,4
Jessains,296,300,4
Blaincourt-sur-Aube,96,100,4
Jully-sur-Sarce,296,300,4
Rennes-les-Bains,196,200,4
Montferrand,496,500,4
La Cassaigne,196,200,4
Villesèque-des-Corbières,396,400,4
Villarzel-du-Razès,96,100,4
Sylvanès,96,100,4
Valzergues,196,200,4
Saintes-Maries-de-la-Mer,2296,2300,4
Saint-Georges-en-Auge,96,100,4
Ryes,496,500,4
Martainville,96,100,4
Saint-Marcouf,96,100,4
Maisons,396,400,4
Verson,3596,3600,4
Meulles,396,400,4
Saint-Pierre-de-Mailloc,496,500,4
Canteloup,196,200,4
Condat,996,1000,4
Fridefont,96,100,4
Laurie,96,100,4
Verneuil,96,100,4
Grassac,296,300,4
Lamérac,196,200,4
Abzac,496,500,4
Péreuil,396,400,4
Vindelle,996,1000,4
Brettes,196,200,4
Macqueville,296,300,4
Pommiers-Moulons,196,200,4
Saint-Sornin,296,300,4
La Chapelle-Montlinard,496,500,4
Ménétréol-sous-Sancerre,396,400,4
Beddes,96,100,4
Neuville,196,200,4
Magny-lès-Aubigny,196,200,4
Forléans,96,100,4
Beire-le-Fort,296,300,4
Courtivron,196,200,4
Orain,96,100,4
Nolay,1496,1500,4
Diénay,296,300,4
Montot,196,200,4
Vielverge,496,500,4
Villey-sur-Tille,296,300,4
Saint-Caradec,1196,1200,4
Saint-Glen,596,600,4
Dontreix,396,400,4
Saint-Pardoux-les-Cards,296,300,4
Saint-Martin-le-Pin,296,300,4
Carsac-de-Gurson,196,200,4
Valeuil,396,400,4
Champagnac-de-Belair,696,700,4
Tallenay,396,400,4
Étrabonne,196,200,4
Sombacour,596,600,4
Bellecombe-Tarendol,96,100,4
Saint-Martin-en-Vercors,396,400,4
Beaumont-lès-Valence,3796,3800,4
Vraiville,596,600,4
Hébécourt,596,600,4
Amfreville-la-Campagne,896,900,4
Le Noyer-en-Ouche,196,200,4
Gommerville,596,600,4
Ymonville,496,500,4
Trizay-lès-Bonneval,296,300,4
Saint-Ségal,996,1000,4
Laz,696,700,4
Querrien,1696,1700,4
Vic-le-Fesq,396,400,4
Auriac-sur-Vendinelle,996,1000,4
Bordes-de-Rivière,496,500,4
Fougaron,96,100,4
Marignac-Laspeyres,196,200,4
Génos,96,100,4
Mont-d'Astarac,96,100,4
Betcave-Aguin,96,100,4
Ansan,96,100,4
Tourdun,96,100,4
Roquebrune,196,200,4
Saint-Côme,296,300,4
Cabara,396,400,4
Usclas-d'Hérault,296,300,4
Le Lou-du-Lac,96,100,4
Saint-Aigny,296,300,4
Montchevrier,496,500,4
Charnizay,496,500,4
Engins,496,500,4
Flachères,496,500,4
Merlas,496,500,4
Saint-Marcel-Bel-Accueil,1296,1300,4
Villard-Bonnot,7296,7300,4
Rouffange,96,100,4
Montain,496,500,4
Moussières,196,200,4
Chemilla,96,100,4
Villard-sur-Bienne,196,200,4
Asnans-Beauvoisin,696,700,4
Bonnefontaine,96,100,4
Castaignos-Souslens,396,400,4
Pey,696,700,4
Roquefort,1896,1900,4
Chaumont-sur-Tharonne,1096,1100,4
Saint-Laurent-des-Bois,296,300,4
Ambloy,196,200,4
Molineuf,796,800,4
La Fontenelle,196,200,4
Saint-Haon-le-Châtel,596,600,4
Saint-Bérain,96,100,4
Andonville,196,200,4
Montamel,96,100,4
Bagat-en-Quercy,196,200,4
Le Bourg,296,300,4
Reyrevignes,296,300,4
Thégra,496,500,4
Payrignac,696,700,4
Espeyroux,96,100,4
Vaillac,96,100,4
Limogne-en-Quercy,796,800,4
Thézac,196,200,4
Cocurès,196,200,4
Cerqueux-sous-Passavant,496,500,4
Noyant,1896,1900,4
La Chapelle-du-Genêt,1196,1200,4
Blaison-Gohier,1096,1100,4
Montguillon,196,200,4
La Feuillie,296,300,4
Fourneaux,96,100,4
Surville,196,200,4
Hardinvast,896,900,4
Tribehou,496,500,4
Villevenard,196,200,4
Fleury-la-Rivière,496,500,4
Leschères-sur-le-Blaiseron,96,100,4
Saint-Blin,396,400,4
Orbigny-au-Val,96,100,4
Frécourt,96,100,4
Aubérive,196,200,4
Thubœuf,296,300,4
Frémonville,196,200,4
Borville,96,100,4
Montenoy,396,400,4
Vallée,96,100,4
Chardogne,296,300,4
Mangiennes,396,400,4
Chaillon,96,100,4
Saint-Laurent-sur-Othain,496,500,4
Brillon-en-Barrois,596,600,4
Paroches,396,400,4
Billio,396,400,4
Plescop,4696,4700,4
Blies-Ébersing,596,600,4
Féy,596,600,4
Philippsbourg,596,600,4
Dornot,196,200,4
Domnom-lès-Dieuze,96,100,4
Ottange,2696,2700,4
Cervon,596,600,4
Brèves,296,300,4
Saint-Révérien,196,200,4
Wervicq-Sud,4696,4700,4
Thiennes,796,800,4
Faumont,2096,2100,4
Doignies,296,300,4
Prisches,996,1000,4
Rieux,1596,1600,4
Saint-Just-en-Chaussée,5496,5500,4
Wacquemoulin,296,300,4
Saint-Nicolas-des-Laitiers,96,100,4
Sibiville,96,100,4
Brêmes,1296,1300,4
Blangerval-Blangermont,96,100,4
Monchiet,96,100,4
Ligny-sur-Canche,196,200,4
Mazingarbe,7496,7500,4
Chocques,2996,3000,4
Orcines,3296,3300,4
Vichel,296,300,4
Pérignat-lès-Sarliève,2696,2700,4
Sarrance,196,200,4
Araujuzon,196,200,4
Thermes-Magnoac,196,200,4
Grézian,96,100,4
Liac,196,200,4
Laborde,96,100,4
Louey,996,1000,4
Natzwiller,596,600,4
Dambach,796,800,4
Rhinau,2696,2700,4
Rexingen,196,200,4
Uberach,1196,1200,4
Lutter,296,300,4
Illzach,14596,14600,4
Riedwihr,396,400,4
Urschenheim,696,700,4
Sentheim,1596,1600,4
Bibost,496,500,4
Lacenas,896,900,4
Rignovelle,96,100,4
Lyoffans,396,400,4
Villafans,196,200,4
Alaincourt,96,100,4
Framont,196,200,4
Saint-Forgeot,496,500,4
Poisson,596,600,4
Dommartin-lès-Cuiseaux,796,800,4
Bey,796,800,4
Champagnat,496,500,4
Ancinnes,896,900,4
Pincé,196,200,4
Vouvray-sur-Loir,796,800,4
Feissons-sur-Salins,196,200,4
Lornay,496,500,4
Sixt-Fer-à-Cheval,796,800,4
Ourville-en-Caux,1096,1100,4
Contremoulins,196,200,4
Heugleville-sur-Scie,596,600,4
Cideville,296,300,4
Saint-Laurent-en-Caux,796,800,4
Saint-Martin-le-Gaillard,296,300,4
Saint-Nicolas-de-la-Haie,396,400,4
Villy-sur-Yères,196,200,4
Butot,296,300,4
Longueville-sur-Scie,996,1000,4
Ancretteville-sur-Mer,196,200,4
Sablonnières,696,700,4
Villemareuil,396,400,4
Fontaine-Fourches,596,600,4
La Chapelle-la-Reine,2596,2600,4
Alleuds,296,300,4
Saint-Varent,2496,2500,4
Courtemanche,96,100,4
Aubigny,496,500,4
Martainneville,396,400,4
Saint-Germain-sur-Bresle,196,200,4
Dromesnil,96,100,4
Brocourt,96,100,4
Lacapelle-Ségalar,96,100,4
Brassac,1396,1400,4
Loupiac,396,400,4
Belcastel,196,200,4
Touffailles,396,400,4
Bargemon,1496,1500,4
Villes-sur-Auzon,1296,1300,4
Méthamis,396,400,4
Richerenches,696,700,4
Saint-Martin-Lars-en-Sainte-Hermine,396,400,4
Bourg-Archambault,196,200,4
Vicq-sur-Gartempe,696,700,4
Rochechouart,3796,3800,4
Forges,1996,2000,4
Remoncourt,596,600,4
Provenchères-sur-Fave,896,900,4
Vignes,96,100,4
Leval,196,200,4
Montsoult,3396,3400,4
Meria,96,100,4
Algajola,296,300,4
Saint-Georges-sur-Renon,197,200,3
Biziat,797,800,3
Gland,497,500,3
Osly-Courtil,297,300,3
Saint-Thomas,97,100,3
Beaumé,97,100,3
Saint-Prix,797,800,3
Saint-Voir,197,200,3
La Piarre,97,100,3
Ferres,97,100,3
Valderoure,397,400,3
Pierlas,97,100,3
Sainte-Agnès,1197,1200,3
Saint-Jeure-d'Andaure,97,100,3
Rochessauve,397,400,3
Faugères,97,100,3
Saint-Maurice-en-Chalencon,197,200,3
Saint-Privat,1597,1600,3
Saint-Barthélemy-Grozon,497,500,3
